序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
1245393,接收,18:42:13.993.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C AD 00 12 05 32 ,
1245394,接收,18:42:14.009.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C AD 00 12 05 32 ,
1245395,接收,18:42:14.025.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C AE 00 12 05 32 ,
1245396,接收,18:42:14.025.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C AE 00 12 05 32 ,
1245397,接收,18:42:14.041.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C B0 00 12 05 32 ,
1245398,接收,18:42:14.041.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C B7 00 12 05 32 ,
1245399,接收,18:42:14.056.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C BF 00 12 05 32 ,
1245400,接收,18:42:14.072.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C C3 00 12 05 32 ,
1245401,接收,18:42:14.072.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C C0 00 12 05 32 ,
1245402,接收,18:42:14.088.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C BF 00 12 05 32 ,
1245403,接收,18:42:14.104.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C C2 00 12 05 32 ,
1245404,接收,18:42:14.104.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C C8 00 12 05 32 ,
1245405,接收,18:42:14.119.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C CB 00 12 05 32 ,
1245406,接收,18:42:14.135.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C CD 00 12 05 32 ,
1245407,接收,18:42:14.135.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C CD 00 12 05 32 ,
1245408,接收,18:42:14.150.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C CD 00 12 05 32 ,
1245409,接收,18:42:14.150.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C CF 00 12 05 32 ,
1245410,接收,18:42:14.166.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C D1 00 12 05 32 ,
1245411,接收,18:42:14.182.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C D3 00 12 05 32 ,
1245412,接收,18:42:14.182.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C D0 00 12 05 32 ,
1245413,接收,18:42:14.198.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C D2 00 12 05 32 ,
1245414,接收,18:42:14.213.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C D7 00 12 05 32 ,
1245415,接收,18:42:14.213.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C E2 00 12 05 32 ,
1245416,接收,18:42:14.229.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C E7 00 12 05 32 ,
1245417,接收,18:42:14.245.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C E4 00 12 05 32 ,
1245418,接收,18:42:14.245.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C DD 00 12 05 32 ,
1245419,接收,18:42:14.260.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C D6 00 12 05 32 ,
1245420,接收,18:42:14.260.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C CE 00 12 05 32 ,
1245421,接收,18:42:14.276.0,0x000003c2,标准帧,数据帧,0x08,80 00 6C C9 00 12 05 32 ,
