序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
4325430,接收,22:00:10.684.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325431,接收,22:00:10.699.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325432,接收,22:00:10.715.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D2 00 12 05 32 ,
4325433,接收,22:00:10.715.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325434,接收,22:00:10.730.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325435,接收,22:00:10.730.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325436,接收,22:00:10.746.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D5 00 12 05 32 ,
4325437,接收,22:00:10.762.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D5 00 12 05 32 ,
4325438,接收,22:00:10.762.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325439,接收,22:00:10.778.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325440,接收,22:00:10.794.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325441,接收,22:00:10.794.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325442,接收,22:00:10.810.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325443,接收,22:00:10.810.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325444,接收,22:00:10.826.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325445,接收,22:00:10.841.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325446,接收,22:00:10.841.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325447,接收,22:00:10.857.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325448,接收,22:00:10.873.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325449,接收,22:00:10.873.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325450,接收,22:00:10.888.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325451,接收,22:00:10.904.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D3 00 12 05 32 ,
4325452,接收,22:00:10.904.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325453,接收,22:00:10.919.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D5 00 12 05 32 ,
4325454,接收,22:00:10.919.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D7 00 12 05 32 ,
4325455,接收,22:00:10.934.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D7 00 12 05 32 ,
4325456,接收,22:00:10.950.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D6 00 12 05 32 ,
4325457,接收,22:00:10.950.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D4 00 12 05 32 ,
4325458,接收,22:00:10.966.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D2 00 12 05 32 ,
4325459,接收,22:00:10.982.0,0x000003c2,标准帧,数据帧,0x08,7F FF FF D1 00 12 05 32 ,
