序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
852108,接收,12:15:25.036.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852109,接收,12:15:25.050.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B5 00 12 05 32 ,
852110,接收,12:15:25.066.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B6 00 12 05 32 ,
852111,接收,12:15:25.066.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852112,接收,12:15:25.082.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BE 00 12 05 32 ,
852113,接收,12:15:25.082.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BB 00 12 05 32 ,
852114,接收,12:15:25.098.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B8 00 12 05 32 ,
852115,接收,12:15:25.114.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852116,接收,12:15:25.114.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C8 00 12 05 32 ,
852117,接收,12:15:25.130.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 D0 00 12 05 32 ,
852118,接收,12:15:25.146.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 D3 00 12 05 32 ,
852119,接收,12:15:25.146.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CD 00 12 05 32 ,
852120,接收,12:15:25.162.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852121,接收,12:15:25.162.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B8 00 12 05 32 ,
852122,接收,12:15:25.177.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AF 00 12 05 32 ,
852123,接收,12:15:25.193.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 A6 00 12 05 32 ,
852124,接收,12:15:25.193.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 A5 00 12 05 32 ,
852125,接收,12:15:25.208.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AA 00 12 05 32 ,
852126,接收,12:15:25.224.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B2 00 12 05 32 ,
852127,接收,12:15:25.224.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BB 00 12 05 32 ,
852128,接收,12:15:25.239.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C2 00 12 05 32 ,
852129,接收,12:15:25.255.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852130,接收,12:15:25.255.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C5 00 12 05 32 ,
852131,接收,12:15:25.271.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852132,接收,12:15:25.286.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C2 00 12 05 32 ,
852133,接收,12:15:25.286.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852134,接收,12:15:25.301.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C0 00 12 05 32 ,
852135,接收,12:15:25.301.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C0 00 12 05 32 ,
852136,接收,12:15:25.317.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852137,接收,12:15:25.333.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CC 00 12 05 32 ,
852138,接收,12:15:25.333.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C9 00 12 05 32 ,
852139,接收,12:15:25.349.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BE 00 12 05 32 ,
852140,接收,12:15:25.364.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B1 00 12 05 32 ,
852141,接收,12:15:25.364.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AF 00 12 05 32 ,
852142,接收,12:15:25.380.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B4 00 12 05 32 ,
852143,接收,12:15:25.395.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B8 00 12 05 32 ,
852144,接收,12:15:25.395.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B7 00 12 05 32 ,
852145,接收,12:15:25.411.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B6 00 12 05 32 ,
852146,接收,12:15:25.411.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BA 00 12 05 32 ,
852147,接收,12:15:25.427.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BF 00 12 05 32 ,
852148,接收,12:15:25.444.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852149,接收,12:15:25.444.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852150,接收,12:15:25.458.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C9 00 12 05 32 ,
852151,接收,12:15:25.474.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C8 00 12 05 32 ,
852152,接收,12:15:25.474.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852153,接收,12:15:25.490.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852154,接收,12:15:25.506.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B1 00 12 05 32 ,
852155,接收,12:15:25.506.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 A9 00 12 05 32 ,
852156,接收,12:15:25.521.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 A7 00 12 05 32 ,
852157,接收,12:15:25.521.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AE 00 12 05 32 ,
852158,接收,12:15:25.538.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852159,接收,12:15:25.553.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852160,接收,12:15:25.553.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C0 00 12 05 32 ,
852161,接收,12:15:25.569.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B9 00 12 05 32 ,
852162,接收,12:15:25.584.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B8 00 12 05 32 ,
852163,接收,12:15:25.584.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C1 00 12 05 32 ,
852164,接收,12:15:25.600.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CB 00 12 05 32 ,
852165,接收,12:15:25.616.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CC 00 12 05 32 ,
852166,接收,12:15:25.616.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C1 00 12 05 32 ,
852167,接收,12:15:25.632.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B0 00 12 05 32 ,
852168,接收,12:15:25.632.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 A9 00 12 05 32 ,
852169,接收,12:15:25.647.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AC 00 12 05 32 ,
852170,接收,12:15:25.663.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B0 00 12 05 32 ,
852171,接收,12:15:25.663.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AF 00 12 05 32 ,
852172,接收,12:15:25.679.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 AF 00 12 05 32 ,
852173,接收,12:15:25.695.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B3 00 12 05 32 ,
852174,接收,12:15:25.695.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BF 00 12 05 32 ,
852175,接收,12:15:25.712.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C9 00 12 05 32 ,
852176,接收,12:15:25.712.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CD 00 12 05 32 ,
852177,接收,12:15:25.727.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C7 00 12 05 32 ,
852178,接收,12:15:25.742.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852179,接收,12:15:25.742.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C4 00 12 05 32 ,
852180,接收,12:15:25.758.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852181,接收,12:15:25.774.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852182,接收,12:15:25.774.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852183,接收,12:15:25.789.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C5 00 12 05 32 ,
852184,接收,12:15:25.805.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852185,接收,12:15:25.805.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852186,接收,12:15:25.820.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B5 00 12 05 32 ,
852187,接收,12:15:25.820.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 B5 00 12 05 32 ,
852188,接收,12:15:25.837.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BC 00 12 05 32 ,
852189,接收,12:15:25.852.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852190,接收,12:15:25.852.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C6 00 12 05 32 ,
852191,接收,12:15:25.867.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C3 00 12 05 32 ,
852192,接收,12:15:25.883.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BD 00 12 05 32 ,
852193,接收,12:15:25.883.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BB 00 12 05 32 ,
852194,接收,12:15:25.899.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BA 00 12 05 32 ,
852195,接收,12:15:25.900.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 BB 00 12 05 32 ,
852196,接收,12:15:25.914.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C1 00 12 05 32 ,
852197,接收,12:15:25.929.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CA 00 12 05 32 ,
852198,接收,12:15:25.929.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 CA 00 12 05 32 ,
852199,接收,12:15:25.945.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C4 00 12 05 32 ,
852200,接收,12:15:25.961.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C0 00 12 05 32 ,
852201,接收,12:15:25.961.0,0x000003c2,标准帧,数据帧,0x08,7F FF 84 C2 00 12 05 32 ,
