序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
1179674,接收,13:17:20.131.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179675,接收,13:17:20.131.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179676,接收,13:17:20.146.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179677,接收,13:17:20.162.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1B 00 12 05 32 ,
1179678,接收,13:17:20.162.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 18 00 12 05 32 ,
1179679,接收,13:17:20.177.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 15 00 12 05 32 ,
1179680,接收,13:17:20.194.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179681,接收,13:17:20.194.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179682,接收,13:17:20.209.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 24 00 12 05 32 ,
1179683,接收,13:17:20.209.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 27 00 12 05 32 ,
1179684,接收,13:17:20.225.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 21 00 12 05 32 ,
1179685,接收,13:17:20.240.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1B 00 12 05 32 ,
1179686,接收,13:17:20.240.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179687,接收,13:17:20.255.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 15 00 12 05 32 ,
1179688,接收,13:17:20.272.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179689,接收,13:17:20.272.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 08 00 12 05 32 ,
1179690,接收,13:17:20.288.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 00 00 12 05 32 ,
1179691,接收,13:17:20.304.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FA 00 12 05 32 ,
1179692,接收,13:17:20.304.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F9 00 12 05 32 ,
1179693,接收,13:17:20.319.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FB 00 12 05 32 ,
1179694,接收,13:17:20.319.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 05 00 12 05 32 ,
1179695,接收,13:17:20.334.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179696,接收,13:17:20.351.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179697,接收,13:17:20.351.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179698,接收,13:17:20.366.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0E 00 12 05 32 ,
1179699,接收,13:17:20.382.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 09 00 12 05 32 ,
1179700,接收,13:17:20.382.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 02 00 12 05 32 ,
1179701,接收,13:17:20.397.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FD 00 12 05 32 ,
1179702,接收,13:17:20.414.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F8 00 12 05 32 ,
1179703,接收,13:17:20.414.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F6 00 12 05 32 ,
1179704,接收,13:17:20.429.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F9 00 12 05 32 ,
1179705,接收,13:17:20.429.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FD 00 12 05 32 ,
1179706,接收,13:17:20.445.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 00 00 12 05 32 ,
1179707,接收,13:17:20.460.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 07 00 12 05 32 ,
1179708,接收,13:17:20.460.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0F 00 12 05 32 ,
1179709,接收,13:17:20.477.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179710,接收,13:17:20.491.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 17 00 12 05 32 ,
1179711,接收,13:17:20.491.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179712,接收,13:17:20.507.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179713,接收,13:17:20.508.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 07 00 12 05 32 ,
1179714,接收,13:17:20.524.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FE 00 12 05 32 ,
1179715,接收,13:17:20.540.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FD 00 12 05 32 ,
1179716,接收,13:17:20.540.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 04 00 12 05 32 ,
1179717,接收,13:17:20.556.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 09 00 12 05 32 ,
1179718,接收,13:17:20.572.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179719,接收,13:17:20.572.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179720,接收,13:17:20.586.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0F 00 12 05 32 ,
1179721,接收,13:17:20.603.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 13 00 12 05 32 ,
1179722,接收,13:17:20.603.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1A 00 12 05 32 ,
1179723,接收,13:17:20.618.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1F 00 12 05 32 ,
1179724,接收,13:17:20.618.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1F 00 12 05 32 ,
1179725,接收,13:17:20.634.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1B 00 12 05 32 ,
1179726,接收,13:17:20.649.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179727,接收,13:17:20.649.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179728,接收,13:17:20.666.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179729,接收,13:17:20.681.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 10 00 12 05 32 ,
1179730,接收,13:17:20.681.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 08 00 12 05 32 ,
1179731,接收,13:17:20.697.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 06 00 12 05 32 ,
1179732,接收,13:17:20.697.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0E 00 12 05 32 ,
1179733,接收,13:17:20.712.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 18 00 12 05 32 ,
1179734,接收,13:17:20.729.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1C 00 12 05 32 ,
1179735,接收,13:17:20.729.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179736,接收,13:17:20.744.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179737,接收,13:17:20.760.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 13 00 12 05 32 ,
1179738,接收,13:17:20.760.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179739,接收,13:17:20.775.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 12 00 12 05 32 ,
1179740,接收,13:17:20.792.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179741,接收,13:17:20.792.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 06 00 12 05 32 ,
1179742,接收,13:17:20.807.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 07 00 12 05 32 ,
1179743,接收,13:17:20.807.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179744,接收,13:17:20.823.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 20 00 12 05 32 ,
1179745,接收,13:17:20.838.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 24 00 12 05 32 ,
1179746,接收,13:17:20.838.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 20 00 12 05 32 ,
1179747,接收,13:17:20.855.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179748,接收,13:17:20.870.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179749,接收,13:17:20.870.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 17 00 12 05 32 ,
1179750,接收,13:17:20.886.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 17 00 12 05 32 ,
1179751,接收,13:17:20.902.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179752,接收,13:17:20.902.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 17 00 12 05 32 ,
1179753,接收,13:17:20.917.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1C 00 12 05 32 ,
1179754,接收,13:17:20.917.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 20 00 12 05 32 ,
1179755,接收,13:17:20.932.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 25 00 12 05 32 ,
1179756,接收,13:17:20.948.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2C 00 12 05 32 ,
1179757,接收,13:17:20.948.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2D 00 12 05 32 ,
1179758,接收,13:17:20.963.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2C 00 12 05 32 ,
1179759,接收,13:17:20.979.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 29 00 12 05 32 ,
1179760,接收,13:17:20.979.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 27 00 12 05 32 ,
1179761,接收,13:17:20.995.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 26 00 12 05 32 ,
1179762,接收,13:17:21.011.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 28 00 12 05 32 ,
1179763,接收,13:17:21.011.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2B 00 12 05 32 ,
1179764,接收,13:17:21.027.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2A 00 12 05 32 ,
1179765,接收,13:17:21.027.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 23 00 12 05 32 ,
1179766,接收,13:17:21.042.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1A 00 12 05 32 ,
1179767,接收,13:17:21.058.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 17 00 12 05 32 ,
1179768,接收,13:17:21.058.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179769,接收,13:17:21.074.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1C 00 12 05 32 ,
1179770,接收,13:17:21.089.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 21 00 12 05 32 ,
1179771,接收,13:17:21.089.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 22 00 12 05 32 ,
1179772,接收,13:17:21.105.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 20 00 12 05 32 ,
1179773,接收,13:17:21.121.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179774,接收,13:17:21.121.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179775,接收,13:17:21.137.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 02 00 12 05 32 ,
1179776,接收,13:17:21.137.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 01 00 12 05 32 ,
1179777,接收,13:17:21.152.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179778,接收,13:17:21.168.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 15 00 12 05 32 ,
1179779,接收,13:17:21.168.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179780,接收,13:17:21.184.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 12 00 12 05 32 ,
1179781,接收,13:17:21.199.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179782,接收,13:17:21.199.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 09 00 12 05 32 ,
1179783,接收,13:17:21.215.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0A 00 12 05 32 ,
1179784,接收,13:17:21.230.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0F 00 12 05 32 ,
1179785,接收,13:17:21.230.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179786,接收,13:17:21.246.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 23 00 12 05 32 ,
1179787,接收,13:17:21.246.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2C 00 12 05 32 ,
1179788,接收,13:17:21.262.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 36 00 12 05 32 ,
1179789,接收,13:17:21.278.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 39 00 12 05 32 ,
1179790,接收,13:17:21.278.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 31 00 12 05 32 ,
1179791,接收,13:17:21.293.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 23 00 12 05 32 ,
1179792,接收,13:17:21.309.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179793,接收,13:17:21.309.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179794,接收,13:17:21.325.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0B 00 12 05 32 ,
1179795,接收,13:17:21.325.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179796,接收,13:17:21.341.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0E 00 12 05 32 ,
1179797,接收,13:17:21.356.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179798,接收,13:17:21.356.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 15 00 12 05 32 ,
1179799,接收,13:17:21.372.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1E 00 12 05 32 ,
1179800,接收,13:17:21.387.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 23 00 12 05 32 ,
1179801,接收,13:17:21.387.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 22 00 12 05 32 ,
1179802,接收,13:17:21.403.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179803,接收,13:17:21.419.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0A 00 12 05 32 ,
1179804,接收,13:17:21.419.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FD 00 12 05 32 ,
1179805,接收,13:17:21.434.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F7 00 12 05 32 ,
1179806,接收,13:17:21.434.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F7 00 12 05 32 ,
1179807,接收,13:17:21.450.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FB 00 12 05 32 ,
1179808,接收,13:17:21.466.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 01 00 12 05 32 ,
1179809,接收,13:17:21.466.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 02 00 12 05 32 ,
1179810,接收,13:17:21.482.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 06 00 12 05 32 ,
1179811,接收,13:17:21.498.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179812,接收,13:17:21.498.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 15 00 12 05 32 ,
1179813,接收,13:17:21.514.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 20 00 12 05 32 ,
1179814,接收,13:17:21.530.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 20 00 12 05 32 ,
1179815,接收,13:17:21.530.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 13 00 12 05 32 ,
1179816,接收,13:17:21.545.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 06 00 12 05 32 ,
1179817,接收,13:17:21.545.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FD 00 12 05 32 ,
1179818,接收,13:17:21.561.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FA 00 12 05 32 ,
1179819,接收,13:17:21.577.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FB 00 12 05 32 ,
1179820,接收,13:17:21.577.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 03 00 12 05 32 ,
1179821,接收,13:17:21.593.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0A 00 12 05 32 ,
1179822,接收,13:17:21.608.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 10 00 12 05 32 ,
1179823,接收,13:17:21.608.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179824,接收,13:17:21.625.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0A 00 12 05 32 ,
1179825,接收,13:17:21.625.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FF 00 12 05 32 ,
1179826,接收,13:17:21.640.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F5 00 12 05 32 ,
1179827,接收,13:17:21.656.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F3 00 12 05 32 ,
1179828,接收,13:17:21.656.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 F8 00 12 05 32 ,
1179829,接收,13:17:21.671.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 01 00 12 05 32 ,
1179830,接收,13:17:21.687.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 05 00 12 05 32 ,
1179831,接收,13:17:21.687.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0B 00 12 05 32 ,
1179832,接收,13:17:21.702.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 10 00 12 05 32 ,
1179833,接收,13:17:21.719.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179834,接收,13:17:21.719.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 13 00 12 05 32 ,
1179835,接收,13:17:21.734.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179836,接收,13:17:21.734.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 05 00 12 05 32 ,
1179837,接收,13:17:21.749.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 03 00 12 05 32 ,
1179838,接收,13:17:21.765.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 09 00 12 05 32 ,
1179839,接收,13:17:21.765.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 10 00 12 05 32 ,
1179840,接收,13:17:21.780.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 19 00 12 05 32 ,
1179841,接收,13:17:21.797.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1F 00 12 05 32 ,
1179842,接收,13:17:21.797.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 23 00 12 05 32 ,
1179843,接收,13:17:21.812.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 23 00 12 05 32 ,
1179844,接收,13:17:21.828.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 21 00 12 05 32 ,
1179845,接收,13:17:21.828.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1C 00 12 05 32 ,
1179846,接收,13:17:21.844.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 14 00 12 05 32 ,
1179847,接收,13:17:21.844.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 10 00 12 05 32 ,
1179848,接收,13:17:21.860.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 10 00 12 05 32 ,
1179849,接收,13:17:21.875.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 13 00 12 05 32 ,
1179850,接收,13:17:21.875.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 13 00 12 05 32 ,
1179851,接收,13:17:21.891.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179852,接收,13:17:21.907.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 06 00 12 05 32 ,
1179853,接收,13:17:21.907.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 00 00 12 05 32 ,
1179854,接收,13:17:21.922.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 02 00 12 05 32 ,
1179855,接收,13:17:21.923.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 09 00 12 05 32 ,
1179856,接收,13:17:21.938.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 09 00 12 05 32 ,
1179857,接收,13:17:21.953.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 02 00 12 05 32 ,
1179858,接收,13:17:21.953.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FE 00 12 05 32 ,
1179859,接收,13:17:21.969.0,0x000003c2,标准帧,数据帧,0x08,7F FF 82 FE 00 12 05 32 ,
1179860,接收,13:17:21.984.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 02 00 12 05 32 ,
1179861,接收,13:17:21.984.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 06 00 12 05 32 ,
1179862,接收,13:17:22.000.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0A 00 12 05 32 ,
1179863,接收,13:17:22.016.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179864,接收,13:17:22.016.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179865,接收,13:17:22.031.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0C 00 12 05 32 ,
1179866,接收,13:17:22.047.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179867,接收,13:17:22.047.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 12 00 12 05 32 ,
1179868,接收,13:17:22.063.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 16 00 12 05 32 ,
1179869,接收,13:17:22.063.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1B 00 12 05 32 ,
1179870,接收,13:17:22.078.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 21 00 12 05 32 ,
1179871,接收,13:17:22.095.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2C 00 12 05 32 ,
1179872,接收,13:17:22.095.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 31 00 12 05 32 ,
1179873,接收,13:17:22.110.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 30 00 12 05 32 ,
1179874,接收,13:17:22.126.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 2A 00 12 05 32 ,
1179875,接收,13:17:22.126.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 22 00 12 05 32 ,
1179876,接收,13:17:22.141.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 1B 00 12 05 32 ,
1179877,接收,13:17:22.157.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 15 00 12 05 32 ,
1179878,接收,13:17:22.157.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0D 00 12 05 32 ,
1179879,接收,13:17:22.172.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 07 00 12 05 32 ,
1179880,接收,13:17:22.172.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 05 00 12 05 32 ,
1179881,接收,13:17:22.188.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 08 00 12 05 32 ,
1179882,接收,13:17:22.205.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0E 00 12 05 32 ,
1179883,接收,13:17:22.205.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 11 00 12 05 32 ,
1179884,接收,13:17:22.220.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 0F 00 12 05 32 ,
1179885,接收,13:17:22.235.0,0x000003c2,标准帧,数据帧,0x08,7F FF 83 04 00 12 05 32 ,
