序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
3408079,接收,19:55:51.622.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 86 00 12 05 32 ,
3408080,接收,19:55:51.637.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 6B 00 12 05 32 ,
3408081,接收,19:55:51.637.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 8F 00 12 05 32 ,
3408082,接收,19:55:51.653.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 D6 00 12 05 32 ,
3408083,接收,19:55:51.653.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 D1 00 12 05 32 ,
3408084,接收,19:55:51.668.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 86 00 12 05 32 ,
3408085,接收,19:55:51.684.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 5B 00 12 05 32 ,
3408086,接收,19:55:51.684.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 65 00 12 05 32 ,
3408087,接收,19:55:51.700.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 66 00 12 05 32 ,
3408088,接收,19:55:51.715.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 4B 00 12 05 32 ,
3408089,接收,19:55:51.715.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 36 00 12 05 32 ,
3408090,接收,19:55:51.732.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 57 00 12 05 32 ,
3408091,接收,19:55:51.732.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 A5 00 12 05 32 ,
3408092,接收,19:55:51.747.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 C9 00 12 05 32 ,
3408093,接收,19:55:51.763.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 B9 00 12 05 32 ,
3408094,接收,19:55:51.763.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 A1 00 12 05 32 ,
3408095,接收,19:55:51.779.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 9D 00 12 05 32 ,
3408096,接收,19:55:51.795.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 AD 00 12 05 32 ,
3408097,接收,19:55:51.795.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 A8 00 12 05 32 ,
3408098,接收,19:55:51.811.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 92 00 12 05 32 ,
3408099,接收,19:55:51.826.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 8B 00 12 05 32 ,
3408100,接收,19:55:51.827.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 8A 00 12 05 32 ,
3408101,接收,19:55:51.842.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 77 00 12 05 32 ,
3408102,接收,19:55:51.842.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 6D 00 12 05 32 ,
3408103,接收,19:55:51.858.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 A6 00 12 05 32 ,
3408104,接收,19:55:51.873.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 F0 00 12 05 32 ,
3408105,接收,19:55:51.873.0,0x000003c2,标准帧,数据帧,0x08,7F FF D5 17 00 12 05 32 ,
3408106,接收,19:55:51.889.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 F8 00 12 05 32 ,
3408107,接收,19:55:51.904.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 C8 00 12 05 32 ,
3408108,接收,19:55:51.904.0,0x000003c2,标准帧,数据帧,0x08,7F FF D4 A4 00 12 05 32 ,
